Total ,Sport,Age,Height,Weight,Sex
0,Water Polo,27,173,64,F
0,Athletics,21,,,F
0,Shooting,26,173,58,F
0,Handball,26,200,105,M
0,Athletics,21,173,58,F
0,Swimming,22,180,75,M
0,Diving,24,150,43,F
0,Cycling - Track,29,175,75,M
0,Football,29,158,60,F
0,Football,22,184,76,M
0,Beach Volleyball,35,193,93,M
0,Football,33,175,64,M
0,Athletics,23,163,59,F
0,Judo,31,155,57,F
0,Tennis,24,,,M
0,Wrestling,24,167,60,M
0,Athletics,26,,,F
1,Swimming,21,170,60,F
0,Cycling - Mountain Bike,19,164,46,F
0,Swimming,23,185,76,M
0,Boxing,23,180,,M
0,Water Polo,18,167,50,F
0,Rowing,30,173,59,F
0,Rowing,31,180,70,M
0,Swimming,25,172,60,F
0,Basketball,26,184,72,F
0,Gymnastics - Artistic,20,165,,M
0,Football,22,184,74,M
0,Wrestling,23,165,65,M
0,Athletics,26,168,49,F
0,Fencing,22,175,61,F
0,Volleyball,33,183,88,M
0,Taekwondo,21,170,,F
0,Volleyball,29,195,88,M
0,Canoe Sprint,18,173,60,F
0,Basketball,23,204,102,M
0,Volleyball,30,187,73,M
0,Athletics,27,176,54,M
0,Football,28,195,89,M
0,Wrestling,21,172,60,M
0,Canoe Sprint,26,184,78,M
0,Canoe Sprint,21,181,84,M
0,Boxing,25,180,,M
0,Athletics,20,185,73,M
0,Diving,27,175,68,M
0,Modern Pentathlon,26,198,88,M
0,Beach Volleyball,37,198,95,M
1,Diving,23,155,50,F
0,Football,25,182,79,M
0,Athletics,19,163,50,F
0,Equestrian,50,171,70,M
0,Wrestling,18,163,48,F
0,Football,26,178,65,F
0,Fencing,32,162,58,F
0,Swimming,21,165,57,F
0,Diving,23,160,48,F
0,Cycling - Mountain Bike,22,173,61,F
0,Tennis,30,185,79,M
0,Triathlon,37,175,56,F
0,Athletics,27,175,70,M
0,Football,22,188,70,M
0,Equestrian,35,161,52,F
0,Volleyball,22,178,68,F
0,Swimming,18,183,76,M
0,Fencing,31,183,73,F
0,Table Tennis,43,182,85,M
0,Gymnastics - Artistic,29,166,,M
0,Cycling - Road,29,180,65,M
0,Gymnastics - Artistic,27,166,,M
0,Cycling - Road,25,175,68,M
0,Tennis,26,195,92,M
0,Sailing,26,195,85,M
2,Swimming,24,188,93,M
0,Swimming,26,174,72,F
0,Athletics,24,163,47,F
0,Volleyball,28,198,93,M
0,Gymnastics - Rhythmic,16,165,,F
0,Volleyball,32,173,77,F
0,Football,23,176,70,M
0,Wrestling,29,,,M
1,Rowing,30,187,92,M
0,Gymnastics - Artistic,16,163,,F
0,Athletics,27,186,61,F
0,Athletics,25,184,76,M
0,Football,23,171,64,F
0,Hockey,27,191,86,M
0,Athletics,27,175,64,F
0,Boxing,24,170,,M
0,Athletics,26,165,58,F
0,Sailing,31,183,70,F
0,Gymnastics - Artistic,27,178,,M
0,Tennis,29,184,81,M
1,Judo,25,,51,F
0,Wrestling,25,150,48,F
0,Weightlifting,22,152,56,M
0,Athletics,45,175,64,M
0,Cycling - Track,25,189,83,M
1,Swimming,29,196,90,M
0,Wrestling,26,173,72,F
0,Athletics,31,165,57,F
0,Athletics,25,170,60,F
0,Handball,25,170,50,F
0,Synchronised Swimming,36,168,,F
0,Rowing,30,183,70,M
0,Sailing,25,183,77,M
0,Swimming,20,190,81,M
0,Football,23,178,70,F
0,Sailing,23,186,80,M
0,Rowing,27,191,97,M
0,Volleyball,34,171,63,F
0,Rowing,24,178,68,F
0,Football,22,180,73,M
0,Sailing,31,180,69,F
0,Sailing,34,177,73,F
0,Fencing,21,175,62,F
0,Fencing,23,175,62,F
0,Swimming,31,172,60,F
0,Athletics,26,183,85,F
0,Rowing,27,186,75,F
0,Wrestling,26,163,72,F
0,Sailing,24,178,72,F
0,Athletics,30,,,M
0,Boxing,27,184,,M
0,Wrestling,26,173,84,M
0,"Cycling - Mountain Bike, Cycling - Track",25,191,81,M
0,Shooting,30,170,63,M
0,Football,20,168,70,F
0,Swimming,18,180,68,F
0,Canoe Sprint,27,183,84,M
0,Wrestling,26,180,120,M
0,Tennis,38,,,M
0,Hockey,19,,,M
0,Judo,26,191,100,M
0,Swimming,27,165,52,F
0,Swimming,22,170,74,F
0,Water Polo,23,175,74,F
0,Cycling - Road,21,176,63,F
0,Athletics,34,176,96,F
0,Swimming,19,182,80,M
0,Weightlifting,18,180,100,M
0,Football,22,168,63,M
0,Swimming,23,186,87,M
0,Swimming,25,195,95,M
0,Sailing,25,178,73,M
0,Cycling - Track,25,173,80,M
0,Athletics,19,177,90,M
0,Table Tennis,28,177,72,F
0,Weightlifting,25,158,62,M
0,Wrestling,27,160,60,M
0,Gymnastics - Rhythmic,18,176,,F
0,Weightlifting,27,172,69,M
0,Football,39,179,63,F
0,Shooting,29,,,M
0,Shooting,39,188,105,M
0,Athletics,27,,,M
0,Athletics,22,165,91,F
0,Swimming,23,176,69,M
0,Beach Volleyball,31,196,99,M
0,Volleyball,31,200,95,M
0,Athletics,24,167,47,F
0,Canoe Sprint,24,189,86,M
0,Basketball,31,175,67,F
0,Sailing,39,191,93,M
0,Athletics,27,189,71,M
0,Athletics,24,177,65,M
0,Water Polo,36,196,102,M
1,Judo,32,180,81,M
0,Basketball,23,189,85,F
0,Athletics,23,173,59,F
0,Sailing,25,186,80,M
0,Football,19,172,68,M
0,Archery,25,161,66,F
0,Sailing,42,189,104,M
0,Hockey,24,188,83,M
0,Gymnastics - Artistic,16,155,,F
0,Diving,15,167,60,F
0,Volleyball,23,181,70,F
0,Athletics,25,178,64,F
0,Athletics,22,180,76,M
0,Gymnastics - Rhythmic,24,169,,F
0,Judo,33,170,70,F
0,Judo,29,175,120,F
0,Judo,29,154,48,F
0,Judo,25,185,218,M
0,Water Polo,20,173,81,F
0,Fencing,20,166,52,F
0,Swimming,19,183,73,M
0,Athletics,20,175,70,F
0,Athletics,30,167,46,F
0,Athletics,24,180,88,M
0,Canoe Sprint,28,184,90,M
0,Rowing,30,199,90,M
0,Handball,25,180,73,F
0,Gymnastics - Rhythmic,18,173,,F
0,Judo,27,187,99,M
0,Athletics,22,175,64,F
0,Athletics,20,172,58,F
0,Equestrian,22,180,72,M
0,Swimming,18,171,58,F
0,Hockey,26,165,60,F
0,Cycling - Road,25,,,M
0,Basketball,26,211,114,M
0,Athletics,24,167,49,F
0,Table Tennis,25,179,68,M
0,Cycling - Track,23,180,65,M
0,Hockey,20,186,79,M
0,Cycling - Track,34,170,62,F
0,Gymnastics - Artistic,20,160,,F
0,Athletics,24,178,66,F
0,Cycling - Road,27,174,65,M
0,Handball,33,179,71,F
0,Badminton,32,186,75,M
1,Shooting,30,162,55,F
0,Swimming,26,170,55,F
0,Shooting,45,181,105,M
0,Tennis,29,178,77,M
0,Swimming,16,155,43,F
0,Volleyball,26,211,115,M
0,Swimming,19,186,80,M
0,Sailing,24,179,70,F
0,Athletics,23,183,71,F
0,Basketball,27,191,86,M
0,Judo,23,183,90,M
0,Cycling - Road,26,177,70,M
0,Swimming,17,183,73,M
0,Table Tennis,31,181,74,M
0,Water Polo,21,179,69,F
0,Swimming,24,190,90,M
0,Athletics,27,178,68,F
0,Athletics,25,196,93,M
0,Wrestling,30,,96,M
0,Wrestling,21,186,84,M
0,Synchronised Swimming,29,167,,F
0,Football,32,162,53,F
1,Rowing,26,189,91,M
0,Fencing,30,169,59,F
0,Diving,18,172,63,M
0,Athletics,22,197,80,M
0,Tennis,25,175,62,F
0,Judo,24,198,118,M
0,Shooting,38,176,91,M
0,Handball,28,184,72,F
0,Shooting,26,173,58,F
0,Athletics,23,180,81,M
0,Athletics,24,172,60,F
0,Athletics,21,,,M
0,Volleyball,35,188,85,M
0,Weightlifting,27,180,105,M
0,Athletics,24,,,F
0,Wrestling,28,,,M
1,Swimming,17,174,61,F
0,Gymnastics - Artistic,22,161,,F
0,Sailing,33,183,74,M
0,Cycling - Road,26,191,81,M
0,Hockey,25,172,65,F
0,Hockey,22,184,81,M
0,Cycling - Road,31,192,82,M
0,Sailing,23,182,80,M
0,Athletics,25,165,53,F
0,Rowing,21,190,93,M
0,Football,27,175,65,F
0,Swimming,18,175,66,F
0,Tennis,32,,,M
0,Judo,29,170,73,M
0,Judo,25,195,128,M
0,Rowing,22,,,M
0,Athletics,25,178,63,M
0,Athletics,33,172,91,F
0,Fencing,23,195,94,M
0,Athletics,21,162,60,F
0,Athletics,26,,,M
0,Football,21,185,82,M
0,Volleyball,26,190,80,F
0,Cycling - Track,29,178,93,M
0,Athletics,24,180,67,M
0,Athletics,24,180,67,M
0,Athletics,21,,,F
0,Athletics,23,180,78,F
0,Judo,25,189,100,M
0,Athletics,31,163,50,F
0,Swimming,16,164,54,F
0,Athletics,30,182,110,M
0,Swimming,28,180,77,M
0,Sailing,29,190,96,M
0,Athletics,31,182,73,M
0,Canoe Sprint,31,177,72,F
0,Hockey,24,181,69,F
0,Sailing,34,175,62,F
1,Judo,32,183,70,F
0,Volleyball,18,179,59,F
0,Volleyball,23,175,65,F
0,Water Polo,29,196,96,M
0,Athletics,30,170,62,F
0,Handball,30,176,64,F
0,Athletics,27,,,M
0,Athletics,20,183,73,M
0,Gymnastics - Artistic,28,161,,M
0,Football,23,189,82,M
0,Judo,23,180,81,M
0,Athletics,29,157,46,F
0,Gymnastics - Artistic,30,172,,M
0,Fencing,23,167,56,F
0,Equestrian,58,181,78,M
0,Athletics,22,190,75,M
1,Diving,23,175,73,M
0,Synchronised Swimming,29,165,,F
0,Handball,22,185,83,M
0,Football,25,175,69,F
0,Taekwondo,24,185,,M
0,Volleyball,21,176,64,F
0,Judo,28,173,57,F
0,Canoe Slalom,30,177,76,M
0,Football,25,160,52,F
0,Boxing,25,183,,M
0,Gymnastics - Artistic,17,153,,F
0,Football,21,190,80,M
0,Athletics,18,173,54,M
0,Athletics,34,170,58,M
0,Swimming,20,184,69,M
0,"Cycling - Road, Cycling - Track",32,181,77,M
0,Volleyball,17,177,60,F
0,Rowing,23,187,75,F
0,Sailing,29,180,74,F
0,Football,21,170,68,M
0,Diving,18,163,59,F
1,Rowing,27,184,71,F
0,Sailing,24,177,66,F
0,Fencing,31,172,64,M
0,Swimming,29,196,86,M
0,Football,18,170,58,F
0,Modern Pentathlon,29,175,73,M
0,Football,35,173,67,F
0,Gymnastics - Artistic,25,172,,M
0,Athletics,25,183,76,M
0,Hockey,25,169,60,F
0,Athletics,28,171,59,F
0,Fencing,26,186,82,M
0,Swimming,24,183,67,F
0,Judo,21,182,81,M
0,Cycling - Road,31,178,70,M
0,Canoe Slalom,21,173,72,M
0,Rowing,25,200,103,M
0,Canoe Sprint,35,189,88,M
0,Tennis,34,180,78,M
0,Football,22,169,59,F
0,Volleyball,27,184,75,F
0,Boxing,22,170,,M
0,Rowing,25,189,91,M
0,Cycling - Road,28,178,60,M
0,Volleyball,24,196,82,F
0,Swimming,25,187,82,M
0,Synchronised Swimming,22,168,,F
0,Athletics,29,174,58,M
0,Fencing,27,175,63,F
0,Equestrian,26,171,64,M
0,Judo,27,185,100,M
0,Athletics,24,185,77,M
0,Athletics,22,182,77,M
0,Volleyball,24,202,88,M
0,Volleyball,24,201,87,M
0,Sailing,24,174,64,M
0,Rowing,22,197,102,M
0,Athletics,24,198,85,M
0,Boxing,27,180,,M
0,Fencing,36,173,63,F
0,Triathlon,25,160,47,F
0,Judo,27,,108,M
0,Boxing,26,201,,M
0,Equestrian,37,178,78,M
0,Athletics,21,174,66,F
0,Handball,32,172,,F
0,Shooting,27,,,M
0,Canoe Sprint,24,192,92,M
0,Athletics,26,175,70,M
0,Gymnastics - Artistic,21,159,,F
0,Rowing,29,193,93,M
0,Cycling - Track,24,168,63,F
0,Cycling - Road,27,182,68,M
0,Cycling - Mountain Bike,23,167,53,F
0,Cycling - BMX,19,175,78,M
0,Water Polo,27,194,88,M
0,Shooting,36,180,76,M
0,Hockey,24,172,71,M
0,Canoe Sprint,24,182,76,F
0,Hockey,29,174,71,F
0,Beach Volleyball,30,186,86,M
0,Archery,28,169,77,F
1,Rowing,25,186,70,M
0,Athletics,27,158,43,F
0,Shooting,36,158,50,F
0,Diving,16,163,52,F
0,Canoe Sprint,25,183,90,M
0,Hockey,23,169,60,F
0,Shooting,24,179,98,M
0,Athletics,22,171,63,F
0,Shooting,29,179,91,M
0,Cycling - Road,29,161,54,F
0,Equestrian,44,175,66,F
0,Athletics,28,198,123,M
0,Athletics,22,183,109,F
0,Swimming,20,186,73,M
0,Shooting,42,,,M
0,Athletics,20,198,79,M
0,Swimming,23,196,95,M
0,Swimming,17,168,71,F
0,Athletics,33,178,75,M
1,Rowing,26,198,106,M
0,Hockey,28,172,72,M
0,Cycling - Track,25,167,59,F
0,Football,32,168,66,F
0,Athletics,22,175,64,F
0,Water Polo,27,183,76,F
0,Athletics,32,193,93,F
0,Boxing,21,188,,M
0,Triathlon,24,185,70,M
0,Triathlon,22,178,68,M
0,Badminton,22,182,75,F
0,Sailing,26,172,70,F
0,Swimming,19,,,F
0,Rowing,24,,,M
0,Rowing,28,185,82,M
0,Hockey,26,178,81,M
0,Shooting,34,170,66,M
0,Swimming,18,174,63,F
0,Volleyball,23,187,83,M
0,Tennis,32,193,89,M
0,Athletics,20,180,77,M
0,Tennis,34,191,88,M
0,Tennis,34,191,84,M
1,Diving,23,163,61,F
0,Basketball,33,198,93,M
1,Judo,33,184,103,F
0,Shooting,23,,,M
0,Triathlon,25,186,76,M
0,Athletics,22,172,56,F
0,Rowing,28,194,98,M
0,Cycling - Mountain Bike,22,174,64,M
1,Rowing,29,177,76,F
0,Swimming,16,165,56,F
0,Sailing,19,180,75,M
0,Athletics,25,177,65,M
0,Shooting,37,169,67,M
0,Cycling - BMX,21,165,68,F
0,Cycling - Track,24,170,63,F
0,Shooting,28,183,70,M
0,Athletics,28,162,55,F
0,Athletics,25,188,80,M
0,Rowing,28,196,98,M
0,Athletics,23,168,50,F
0,Water Polo,25,193,98,M
0,Athletics,27,180,70,M
0,Athletics,23,,,M
0,Football,26,165,65,F
0,Shooting,40,180,90,M
0,Football,21,187,83,M
0,Football,20,176,68,M
0,Judo,27,192,90,M
0,Diving,23,159,56,F
0,Athletics,30,192,125,M
0,Athletics,25,189,77,M
0,Gymnastics - Artistic,23,155,,F
0,Gymnastics - Artistic,25,177,,M
0,Fencing,27,191,75,M
0,Fencing,22,160,53,F
0,Athletics,24,172,53,F
0,Water Polo,25,174,84,F
0,Handball,25,175,65,F
0,Handball,27,186,71,F
1,Gymnastics - Artistic,16,140,,F
0,Water Polo,24,198,108,M
0,Canoe Sprint,22,,,M
0,Athletics,26,189,81,M
0,Athletics,20,,,F
0,Handball,29,199,110,M
0,Swimming,27,172,60,F
0,Swimming,26,185,80,M
0,Swimming,24,183,88,M
0,Rowing,30,192,98,M
0,Handball,19,176,72,F
0,Hockey,33,185,82,M
0,Table Tennis,22,189,75,M
0,Weightlifting,27,,48,F
0,Basketball,28,195,87,F
0,Water Polo,31,205,115,M
0,Athletics,26,160,43,F
0,Cycling - Track,24,183,74,M
0,Athletics,30,158,50,F
0,Sailing,21,186,82,M
0,Wrestling,32,170,75,F
0,Shooting,41,178,88,M
0,Trampoline,25,165,,M
0,Swimming,29,189,82,M
0,Athletics,29,185,88,M
0,Wrestling,24,173,74,M
0,Sailing,35,193,106,M
0,Hockey,32,182,78,M
0,Synchronised Swimming,17,170,,F
0,Equestrian,30,180,70,M
0,Judo,33,182,81,M
0,Tennis,24,203,93,M
0,Rowing,24,194,88,F
0,Athletics,28,158,48,F
0,Water Polo,31,191,92,M
0,Water Polo,26,200,115,M
0,Gymnastics - Artistic,33,172,,M
0,Football,26,163,56,F
0,Athletics,21,181,65,M
0,Modern Pentathlon,19,165,60,M
0,Athletics,33,,,M
0,Boxing,27,166,,M
0,Wrestling,26,160,55,F
0,Volleyball,26,198,97,M
0,Football,19,195,95,M
0,Basketball,29,188,80,F
0,Athletics,21,178,67,M
0,Hockey,24,,,M
0,Hockey,25,186,85,M
0,Hockey,32,,,M
0,Triathlon,29,181,75,M
0,Hockey,24,181,81,M
0,Swimming,23,187,72,F
0,Cycling - Mountain Bike,23,187,74,M
0,Swimming,36,,,M
0,Athletics,25,170,50,F
0,Gymnastics - Rhythmic,20,173,,F
0,Boxing,25,174,,M
0,Athletics,25,189,83,M
0,Wrestling,37,188,120,M
0,Fencing,30,180,80,M
0,Handball,32,172,67,F
0,Athletics,26,163,50,F
1,Rowing,29,200,98,M
0,Athletics,28,175,58,M
0,Gymnastics - Artistic,22,165,,F
0,Athletics,29,171,52,F
0,Shooting,27,171,68,F
0,Hockey,32,176,76,M
0,Rowing,31,184,70,M
0,Handball,29,172,69,F
0,Football,21,157,55,F
0,Athletics,28,175,83,F
0,Fencing,26,173,54,F
0,Shooting,34,180,67,M
0,Fencing,26,182,83,M
0,Trampoline,20,178,,M
0,Handball,31,196,99,M
2,Archery,24,168,55,F
0,Swimming,19,167,56,F
0,Handball,32,185,74,F
0,Fencing,23,180,65,M
0,Badminton,30,178,68,M
0,Swimming,20,183,73,F
1,Swimming,28,193,86,M
0,Athletics,25,193,85,M
0,Athletics,27,182,86,M
0,Canoe Sprint,29,173,66,F
0,Athletics,30,172,60,F
1,Fencing,29,180,71,F
0,Football,24,187,72,M
0,Sailing,32,175,83,M
0,Cycling - Road,27,170,61,M
0,Tennis,26,185,80,M
0,Athletics,24,,,F
0,Athletics,22,,,F
0,Athletics,30,155,46,F
0,Athletics,28,164,48,F
0,Synchronised Swimming,26,163,,F
0,Athletics,22,178,67,M
0,Archery,27,170,74,F
0,Volleyball,33,181,63,F
0,Athletics,20,174,69,M
0,Athletics,36,165,53,M
0,Athletics,28,201,120,M
0,Triathlon,21,167,53,F
0,Gymnastics - Artistic,21,158,,M
1,Rowing,29,175,75,F
0,Basketball,23,190,76,F
0,Diving,27,160,54,F
0,Badminton,32,182,72,M
0,Athletics,21,172,55,M
0,Rowing,24,183,73,M
0,Athletics,22,162,60,F
0,Shooting,34,170,75,F
0,Gymnastics - Artistic,23,156,,F
0,Volleyball,23,184,87,F
0,Sailing,25,184,85,M
0,Athletics,26,168,50,F
0,Canoe Sprint,29,183,87,M
0,Sailing,25,168,61,M
0,Rowing,34,195,90,M
0,Basketball,30,191,90,M
0,Swimming,21,173,63,F
0,Cycling - BMX,24,186,92,M
0,Weightlifting,22,169,69,M
0,Wrestling,25,161,72,F
0,"Cycling - Road, Cycling - Track",43,168,52,F
0,Athletics,28,189,86,M
0,Hockey,26,182,77,M
0,Shooting,33,158,60,F
0,Cycling - BMX,25,167,77,M
0,Athletics,24,135,54,F
0,Football,22,170,69,M
0,Swimming,22,185,83,M
0,Athletics,23,196,85,M
0,Swimming,21,159,61,F
0,Athletics,24,,,M
0,Football,19,196,70,M
0,Athletics,30,178,113,F
0,Basketball,20,203,98,F
1,Weightlifting,28,,77,M
0,Gymnastics - Rhythmic,17,157,,F
0,Judo,30,180,90,M
0,Boxing,32,191,,M
0,Hockey,31,176,72,M
0,Gymnastics - Artistic,17,152,,F
0,Football,23,185,75,M
0,Basketball,21,179,88,M
1,Rowing,29,191,96,M
0,Athletics,31,170,91,F
0,Swimming,18,179,58,F
1,Swimming,20,186,67,F
0,Wrestling,27,163,55,F
0,Taekwondo,26,177,,M
0,Boxing,24,175,,M
0,Water Polo,24,193,99,M
0,Athletics,30,160,61,F
0,Canoe Slalom,24,182,72,M
0,Judo,23,188,90,M
0,Weightlifting,21,167,84,F
1,Shooting,24,177,75,M
0,Basketball,32,168,67,F
0,Cycling - Road,31,186,81,M
0,Handball,25,198,100,M
0,Cycling - Track,23,175,75,M
0,Basketball,21,190,85,F
0,Trampoline,30,165,,M
0,Athletics,24,168,60,M
0,Volleyball,22,188,80,F
0,Gymnastics - Rhythmic,27,163,,F
0,Cycling - Road,31,170,58,F
0,Athletics,31,193,154,M
0,Athletics,20,182,69,M
1,Diving,17,160,42,M
0,Modern Pentathlon,30,180,73,M
0,Gymnastics - Artistic,25,169,,M
0,Rowing,23,193,96,M
0,Athletics,25,162,54,F
0,Sailing,31,163,67,F
0,Boxing,19,167,,M
1,Judo,26,160,57,F
0,Wrestling,31,185,96,M
0,Handball,31,172,63,F
0,Athletics,30,176,63,F
0,Rowing,35,191,88,M
0,Synchronised Swimming,22,174,,F
0,Basketball,20,179,61,F
0,Athletics,37,168,60,M
0,Basketball,33,181,77,F
0,Cycling - Road,29,179,70,M
0,Athletics,31,169,57,F
0,Sailing,29,181,73,M
0,Wrestling,31,140,48,F
0,Cycling - Track,22,179,68,F
0,Swimming,16,170,62,F
0,Handball,22,174,62,F
0,Swimming,27,175,65,F
0,Sailing,25,176,65,F
0,Football,25,163,55,F
0,Swimming,22,186,80,M
0,Shooting,46,175,74,M
0,Handball,32,194,103,M
0,Sailing,25,164,65,F
0,Equestrian,36,180,77,M
0,Judo,32,158,52,F
0,Canoe Sprint,28,184,77,M
0,Shooting,26,182,106,M
0,Canoe Sprint,23,168,53,F
0,Athletics,33,175,62,M
0,Hockey,25,184,89,M
0,Swimming,30,184,75,M
0,Taekwondo,16,165,,F
0,Volleyball,22,183,78,F
0,Athletics,26,175,116,F
0,Athletics,26,173,78,M
0,Swimming,24,181,73,M
0,Athletics,23,183,70,M
0,Equestrian,30,175,64,M
0,Volleyball,28,186,70,F
0,Equestrian,37,,,M
0,Athletics,28,,,F
0,Athletics,33,187,117,M
0,Athletics,35,169,54,F
0,Water Polo,38,185,100,F
0,Sailing,35,189,98,M
0,Basketball,32,183,77,F
0,Football,20,,,M
0,Gymnastics - Rhythmic,18,170,,F
0,Fencing,28,192,90,M
0,Weightlifting,31,,62,F
0,Swimming,22,167,59,F
0,Football,18,172,62,F
0,Swimming,22,180,76,F
0,Shooting,27,162,56,F
0,Volleyball,21,198,83,M
0,Athletics,28,174,78,F
0,Athletics,33,171,60,M
0,Volleyball,20,167,55,F
0,Judo,19,183,100,M
0,Swimming,21,175,73,M
0,Judo,21,160,60,M
0,Wrestling,21,155,48,F
0,Diving,25,166,66,M
0,Boxing,26,178,,M
0,Diving,21,151,47,F
0,Boxing,24,184,,M
0,Diving,29,175,72,M
0,Football,20,174,64,F
0,Volleyball,29,187,67,F
0,Cycling - Track,33,170,62,M
0,Gymnastics - Artistic,23,160,,F
0,Swimming,19,178,66,F
0,Cycling - Road,25,172,64,M
0,Football,21,169,60,F
0,Basketball,33,188,77,F
0,Hockey,23,175,74,M
0,Athletics,24,183,77,M
0,Equestrian,32,176,65,F
0,Football,20,191,76,M
0,Basketball,25,192,86,M
0,Canoe Sprint,25,171,70,M
0,Handball,29,180,73,F
0,Hockey,22,163,58,F
0,Football,25,184,74,M
0,Athletics,19,156,45,F
0,Hockey,23,172,66,F
0,Cycling - Road,27,175,69,M
0,Swimming,28,197,93,M
0,Canoe Sprint,23,176,70,F
0,Handball,21,172,64,F
0,Modern Pentathlon,27,180,64,F
0,Wrestling,26,186,95,M
0,Wrestling,30,170,74,M
0,Volleyball,27,167,60,F
0,Sailing,29,168,63,F
0,Athletics,24,173,64,F
0,Athletics,16,183,70,M
0,Swimming,18,169,62,F
0,Rowing,34,181,75,M
0,Football,21,160,56,F
0,Triathlon,30,184,70,M
0,Diving,23,163,75,M
0,Athletics,22,175,60,M
0,Tennis,20,163,66,F
0,Judo,28,198,111,M
0,Athletics,36,170,55,F
0,Swimming,25,183,77,M
0,Modern Pentathlon,33,180,76,M
0,Sailing,27,174,65,F
0,Shooting,29,,,M
0,Athletics,35,180,100,M
0,Beach Volleyball,26,203,110,M
0,Athletics,26,190,83,M
0,Hockey,21,173,66,F
0,Swimming,22,177,63,F
0,Swimming,22,180,68,F
0,Modern Pentathlon,25,177,58,F
0,Tennis,27,172,64,F
0,Boxing,23,175,,M
0,Taekwondo,25,189,,M
0,Hockey,32,179,75,M
0,Hockey,26,162,58,F
0,Rowing,23,189,85,M
0,Canoe Slalom,19,164,56,F
0,Athletics,26,174,56,M
0,Athletics,29,155,45,F
0,Triathlon,28,179,67,M
0,Boxing,25,175,,M
0,Football,22,184,78,M
0,Badminton,21,184,70,M
0,Shooting,31,170,52,F
0,Tennis,34,,,F
0,Tennis,29,172,58,F
0,Hockey,25,169,68,F
0,Athletics,34,,,M
1,Rowing,22,187,73,M
1,Rowing,27,183,74,M
0,Fencing,22,193,88,M
0,Judo,27,168,60,M
0,Judo,19,169,63,F
0,"Cycling - Mountain Bike, Cycling - Road",31,175,59,M
0,Sailing,21,166,60,F
0,Badminton,24,175,68,M
0,Athletics,17,165,60,F
0,Hockey,22,,,M
0,Basketball,29,216,109,M
0,Swimming,20,183,83,M
0,Sailing,21,172,72,M
0,Athletics,29,193,140,M
0,Synchronised Swimming,25,170,,F
0,Athletics,29,173,56,M
0,Weightlifting,32,149,48,F
0,Football,29,169,64,F
0,Shooting,47,165,70,M
0,Shooting,20,168,54,F
0,Rowing,32,190,90,M
0,Triathlon,22,160,50,F
1,Rowing,29,192,92,M
0,Shooting,19,178,71,M
0,Gymnastics - Rhythmic,24,173,,F
0,Athletics,20,,,F
0,Equestrian,52,175,78,M
0,Basketball,23,191,88,F
0,Hockey,24,180,79,M
0,Swimming,19,173,62,F
0,Hockey,20,174,66,F
0,Hockey,25,182,92,M
0,Rowing,22,185,78,F
0,Water Polo,35,190,100,M
0,Judo,22,,62,F
0,Swimming,23,175,58,F
0,Cycling - Road,33,181,70,M
0,Football,22,177,74,M
0,Athletics,22,170,56,F
0,Diving,21,157,59,F
0,Athletics,28,189,74,M
0,Canoe Sprint,26,186,95,M
0,Wrestling,26,186,117,M
0,Judo,25,164,78,F
1,Gymnastics - Artistic,18,150,,F
0,Athletics,19,161,68,M
0,Basketball,23,188,80,M
0,Badminton,26,181,67,M
0,Fencing,24,166,65,F
0,Badminton,23,187,75,M
0,Basketball,29,197,83,F
0,Modern Pentathlon,25,163,54,F
0,Swimming,19,175,58,F
1,Diving,19,158,47,F
0,Weightlifting,22,187,140,M
0,Table Tennis,19,163,56,F
0,Swimming,23,192,88,M
0,Table Tennis,40,173,74,M
0,Fencing,24,179,69,F
0,Synchronised Swimming,20,167,,F
0,Basketball,30,193,78,F
1,Gymnastics - Artistic,27,160,,M
0,Swimming,26,182,76,M
1,Shooting,34,164,75,F
0,Archery,19,180,72,M
0,Swimming,30,186,79,M
0,Swimming,20,184,77,M
0,Athletics,20,181,65,M
0,Athletics,19,180,62,M
0,Judo,21,170,70,F
0,Badminton,26,177,68,M
0,Swimming,21,168,56,F
0,Football,24,173,70,F
0,Cycling - Track,27,177,82,M
0,Archery,26,182,94,M
0,Sailing,22,175,80,M
0,Swimming,21,179,73,M
1,Archery,26,165,65,F
0,Badminton,26,158,49,F
0,Swimming,24,160,50,F
0,Athletics,23,188,76,M
0,Badminton,30,166,61,F
0,Hockey,20,162,58,F
0,Hockey,23,166,72,F
0,Diving,22,150,48,F
0,Taekwondo,23,163,,F
0,Athletics,23,,,F
0,Athletics,21,185,66,M
0,Fencing,27,180,78,M
0,Athletics,26,174,65,F
0,Weightlifting,28,176,103,F
0,Handball,23,176,70,F
0,Taekwondo,24,189,,M
0,Athletics,24,190,70,F
0,Athletics,33,170,52,F
0,Athletics,28,160,39,F
0,Swimming,30,180,78,M
0,Swimming,19,177,73,M
0,Shooting,27,176,87,M
0,Hockey,30,,,M
0,Judo,25,175,72,M
0,Beach Volleyball,25,193,88,M
0,Swimming,23,160,48,F
0,Athletics,26,162,48,F
0,Diving,17,170,70,M
0,Athletics,30,180,56,F
0,Fencing,27,170,70,M
0,Badminton,29,175,72,F
0,Swimming,21,,,M
0,Athletics,25,171,59,F
0,Hockey,24,186,82,M
0,Weightlifting,19,164,77,M
1,Weightlifting,19,155,53,F
0,Wrestling,29,189,120,M
